CommID,FIPSPL,Name,CAT,CommID,FIPSPL,QOLjobs_vg,QOLjobs_g,QOLjobs_f,QOLjobs_p,QOLjobs_dnk,QOLjobs_na,QOLmed_vg,QOLmed_g,QOLmed_f,QOLmed_p,QOLmed_dnk,QOLmed_na,QOLk12_vg,QOLk12_g,QOLk12_f,QOLk12_p,QOLk12_dnk,QOLk12_na,QOLhousing_vg,QOLhousing_g,QOLhousing_f,QOLhousing_p,QOLhousing_dnk,QOLhousing_na,QOLshop_vg,QOLshop_g,QOLshop_f,QOLshop_p,QOLshop_dnk,QOLshop_na,QOLchildcare_vg,QOLchildcare_g,QOLchildcare_f,QOLchildcare_p,QOLchildcare_dnk,QOLchildcare_na,QOLseniorcare_vg,QOLseniorcare_g,QOLseniorcare_f,QOLseniorcare_p,QOLseniorcare_dnk,QOLseniorcare_na,QOLyouth_vg,QOLyouth_g,QOLyouth_f,QOLyouth_p,QOLyouth_dnk,QOLyouth_na,QOLcommsrvall_vg,QOLcommsrvall_g,QOLcommsrvall_f,QOLcommsrvall_p,QOLcommsrvall_dnk,QOLcommsrvall_na,QOLrecrentr_vg,QOLrecrentr_g,QOLrecrentr_f,QOLrecrentr_p,QOLrecrentr_dnk,QOLrecrentr_na,QOLpolice_vg,QOLpolice_g,QOLpolice_f,QOLpolice_p,QOLpolice_dnk,QOLpolice_na,QOLfire_vg,QOLfire_g,QOLfire_f,QOLfire_p,QOLfire_dnk,QOLfire_na,QOLems_vg,QOLems_g,QOLems_f,QOLems_p,QOLems_dnk,QOLems_na,QOLstreets_vg,QOLstreets_g,QOLstreets_f,QOLstreets_p,QOLstreets_dnk,QOLstreets_na,QOLparks_vg,QOLparks_g,QOLparks_f,QOLparks_p,QOLparks_dnk,QOLparks_na,QOLgarbage_vg,QOLgarbage_g,QOLgarbage_f,QOLgarbage_p,QOLgarbage_dnk,QOLgarbage_na,QOLwater_vg,QOLwater_g,QOLwater_f,QOLwater_p,QOLwater_dnk,QOLwater_na,QOLgovtsrvall_vg,QOLgovtsrvall_g,QOLgovtsrvall_f,QOLgovtsrvall_p,QOLgovtsrvall_dnk,QOLgovtsrvall_na
61,1944400,Le Mars,AGE3,61,1944400,14.029,48.059,17.912,4.029,15.971,0.000,39.332,46.401,10.668,3.599,0.000,0.000,41.067,37.467,8.933,0.000,12.533,0.000,0.000,52.099,27.061,0.000,20.840,0.000,21.466,19.732,51.603,7.199,0.000,0.000,25.038,43.702,6.221,0.000,25.038,0.000,12.533,16.132,39.202,0.000,32.134,0.000,18.059,50.000,0.000,0.000,31.941,0.000,18.873,43.381,30.142,0.000,7.605,0.000,19.051,53.151,8.445,0.000,19.353,0.000,37.467,53.599,3.599,0.000,5.334,0.000,73.200,26.800,0.000,0.000,0.000,0.000,57.068,39.332,3.599,0.000,0.000,0.000,5.334,62.533,28.534,3.599,0.000,0.000,46.334,53.666,0.000,0.000,0.000,0.000,42.600,40.665,0.000,3.734,13.001,0.000,16.599,66.667,0.000,3.734,9.267,3.734,19.601,53.599,8.933,0.000,17.866,0.000
62,1948450,Madrid,AGE3,62,1948450,0.000,19.747,32.818,13.844,33.591,0.000,4.916,31.448,42.021,12.525,9.091,0.000,40.052,43.325,3.979,3.979,8.665,0.000,15.283,30.566,29.757,0.000,24.394,0.000,0.000,17.330,56.675,21.309,4.686,0.000,13.071,29.234,18.201,0.000,29.234,10.260,5.170,27.903,44.193,8.782,13.952,0.000,5.364,24.394,24.394,5.364,29.757,10.728,4.880,54.880,31.216,4.144,4.880,0.000,6.440,29.335,30.326,18.182,14.325,1.392,47.304,27.407,8.665,7.959,4.686,3.979,43.325,39.345,12.644,0.000,4.686,0.000,44.031,25.995,17.330,7.959,4.686,0.000,12.644,44.031,25.995,12.644,4.686,0.000,22.722,51.283,17.330,0.000,8.665,0.000,53.402,33.954,0.000,0.000,8.665,3.979,34.660,36.779,7.959,7.959,12.644,0.000,19.122,48.584,22.733,4.391,5.170,0.000
63,1949170,Mapleton,AGE3,63,1949170,0.000,9.091,24.531,40.835,20.059,5.484,65.930,30.996,3.074,0.000,0.000,0.000,47.067,28.532,5.866,0.000,10.934,7.601,10.161,26.517,25.774,7.064,28.129,2.355,15.385,34.678,42.245,7.692,0.000,0.000,2.692,16.998,15.155,7.081,49.151,8.923,7.234,43.146,25.635,0.000,23.984,0.000,3.448,12.137,11.310,18.206,44.415,10.484,12.516,41.387,25.774,4.709,15.613,0.000,10.546,36.832,22.373,6.684,13.809,9.756,17.225,45.227,17.225,10.161,10.161,0.000,40.345,51.906,3.074,2.337,2.337,0.000,45.757,41.082,4.675,3.074,2.337,3.074,9.136,46.873,23.560,20.432,0.000,0.000,36.042,46.318,9.646,3.172,4.823,0.000,44.797,33.630,2.411,0.000,13.578,5.583,34.391,36.802,9.646,2.411,11.167,5.583,18.125,51.124,8.624,5.500,14.252,2.375
64,1950790,Mediapolis,AGE3,64,1950790,0.000,35.534,17.359,5.786,35.371,5.950,18.804,37.435,18.631,0.000,18.804,6.326,66.409,27.966,0.000,0.000,0.000,5.624,0.000,66.482,13.481,0.000,20.037,0.000,18.804,49.913,25.130,0.000,6.152,0.000,39.889,26.593,13.296,0.000,6.741,13.481,12.478,6.326,37.435,0.000,37.435,6.326,18.598,43.685,6.315,0.000,25.087,6.315,29.421,46.944,17.685,0.000,5.950,0.000,4.352,40.089,23.150,4.232,19.615,8.562,22.342,33.436,27.658,11.094,0.000,5.470,88.906,11.094,0.000,0.000,0.000,0.000,72.188,27.812,0.000,0.000,0.000,0.000,35.697,29.258,29.095,5.950,0.000,0.000,47.107,35.371,11.573,5.950,0.000,0.000,66.718,16.718,5.470,0.000,11.094,0.000,52.893,23.472,0.000,5.786,11.899,5.950,39.060,38.597,11.094,5.624,5.624,0.000
65,1952860,Missouri Valley,AGE3,65,1952860,0.000,12.500,8.072,29.428,45.572,4.428,37.500,45.572,16.928,0.000,0.000,0.000,29.971,16.892,13.900,0.000,30.792,8.446,20.572,8.856,62.500,0.000,0.000,8.072,16.144,8.856,37.500,37.500,0.000,0.000,8.446,8.446,8.446,4.633,70.029,0.000,21.525,26.158,26.158,8.446,17.712,0.000,16.892,13.079,13.079,13.079,43.871,0.000,8.446,34.604,39.237,13.079,4.633,0.000,11.342,32.368,8.800,21.606,17.165,8.719,35.976,28.048,13.598,13.598,8.781,0.000,50.000,37.500,12.500,0.000,0.000,0.000,54.390,31.159,4.817,0.000,9.634,0.000,12.500,29.428,29.428,20.572,8.072,0.000,49.216,30.212,4.428,0.000,16.144,0.000,45.572,25.000,4.428,0.000,20.572,4.428,16.144,33.856,8.072,4.428,37.500,0.000,24.216,50.784,25.000,0.000,0.000,0.000
66,1953355,Monroe,AGE3,66,1953355,0.000,11.521,42.654,17.864,19.029,8.932,2.911,47.356,27.510,5.823,11.111,5.288,38.431,40.463,0.000,0.000,21.106,0.000,8.707,49.148,11.798,0.000,24.732,5.615,0.000,17.315,34.630,36.324,0.000,11.731,6.148,25.408,20.954,0.000,27.102,20.389,2.982,34.145,39.562,11.382,11.929,0.000,5.447,42.778,25.887,0.000,20.441,5.447,5.531,43.454,39.955,2.765,8.296,0.000,7.417,31.276,33.035,9.199,9.821,9.252,30.313,51.345,15.651,0.000,2.691,0.000,65.026,34.974,0.000,0.000,0.000,0.000,72.722,27.278,0.000,0.000,0.000,0.000,7.578,33.004,43.273,13.454,2.691,0.000,27.622,56.727,10.269,2.691,2.691,0.000,52.257,37.190,5.023,0.000,5.531,0.000,28.116,46.458,20.044,2.691,2.691,0.000,4.887,71.884,7.578,0.000,15.651,0.000
67,1953490,Montezuma,AGE3,67,1953490,3.563,25.448,52.414,0.000,14.759,3.816,35.150,54.871,3.326,3.326,3.326,0.000,34.011,43.993,0.000,0.000,21.996,0.000,7.388,10.837,42.857,10.592,24.633,3.694,0.000,17.936,60.932,14.007,0.000,7.125,0.000,24.241,19.836,0.000,47.661,8.263,0.000,10.215,38.240,10.451,27.082,14.013,0.000,11.437,26.862,7.977,45.747,7.977,0.000,41.330,48.455,3.326,6.888,0.000,8.160,23.052,38.121,12.050,10.136,8.481,28.327,50.245,14.286,7.143,0.000,0.000,60.592,35.714,3.694,0.000,0.000,0.000,62.468,30.644,3.562,0.000,3.326,0.000,3.449,28.571,57.143,10.837,0.000,0.000,32.265,49.755,10.837,0.000,7.143,0.000,43.102,42.857,7.143,0.000,6.898,0.000,32.021,50.000,10.837,0.000,7.143,0.000,8.011,79.561,0.000,0.000,12.428,0.000
68,1954390,Moulton,AGE3,68,1954390,0.000,10.124,10.124,50.621,26.170,2.961,9.298,9.298,6.579,15.877,22.456,36.492,50.206,28.724,0.000,0.000,21.070,0.000,2.795,12.354,35.437,21.912,12.354,15.149,0.000,0.000,28.674,28.674,12.354,30.298,2.876,9.833,16.790,9.833,47.959,12.709,23.142,26.858,25.760,2.618,15.287,6.334,10.251,16.248,10.251,23.501,23.501,16.248,16.590,22.273,19.432,22.273,6.874,12.557,7.933,8.939,12.734,9.142,15.790,45.461,4.855,29.757,39.076,4.855,8.301,13.156,46.469,36.517,8.507,2.488,6.019,0.000,46.469,36.517,4.976,0.000,6.019,6.019,6.334,5.237,47.382,32.095,8.953,0.000,26.967,39.005,19.502,0.000,14.526,0.000,27.584,33.561,6.405,2.647,6.405,23.399,45.341,29.757,10.728,0.000,14.174,0.000,8.066,27.580,24.891,9.193,27.580,2.689
69,1954480,Mount Ayr,AGE3,69,1954480,0.000,15.879,45.351,24.035,9.299,5.437,44.999,35.884,19.117,0.000,0.000,0.000,50.000,38.487,4.258,0.000,0.000,7.255,18.458,31.166,22.542,2.875,24.960,0.000,0.000,36.459,46.292,17.248,0.000,0.000,16.044,26.169,17.289,0.000,40.498,0.000,35.884,43.823,16.323,0.000,3.970,0.000,14.736,34.477,22.891,2.718,22.460,2.718,18.155,48.362,26.638,4.017,2.828,0.000,13.676,39.178,18.577,10.844,14.930,2.794,37.367,44.411,14.088,4.134,0.000,0.000,46.859,37.367,5.820,0.000,7.044,2.910,65.543,28.637,5.820,0.000,0.000,0.000,0.000,13.084,43.458,43.458,0.000,0.000,22.542,46.749,13.917,0.000,16.792,0.000,50.993,40.277,5.820,2.910,0.000,0.000,24.762,58.991,11.989,4.258,0.000,0.000,24.263,38.678,15.147,6.764,12.353,2.794
70,1955065,Murray,AGE3,70,1955065,3.209,3.209,10.895,46.791,15.372,20.524,2.542,0.000,2.542,19.799,0.000,75.117,82.914,11.060,6.026,0.000,0.000,0.000,2.980,8.941,58.902,19.059,7.137,2.980,0.000,2.542,5.084,14.716,0.000,77.659,14.537,13.339,16.374,13.339,39.377,3.035,0.000,2.678,9.091,27.273,9.091,51.868,25.652,9.091,10.712,26.216,12.826,15.504,0.000,15.100,31.778,44.269,2.608,6.246,4.905,7.113,7.960,32.821,4.058,43.144,8.333,50.969,26.486,2.455,11.757,0.000,52.144,34.931,7.188,0.000,5.738,0.000,57.881,31.589,4.792,0.000,5.738,0.000,0.000,2.396,19.609,77.995,0.000,0.000,12.174,51.773,27.425,0.000,6.087,2.542,33.333,50.000,8.333,0.000,8.333,0.000,17.708,73.439,0.000,0.000,6.246,2.608,6.413,49.190,19.803,11.769,6.413,6.413
71,1955335,Nashua,AGE3,71,1955335,0.000,13.700,28.790,21.940,24.617,10.953,33.312,44.469,22.219,0.000,0.000,0.000,46.593,34.214,2.747,0.000,16.447,0.000,0.000,32.392,42.260,9.868,11.262,4.219,0.000,10.251,21.803,57.696,0.000,10.251,9.859,39.351,16.389,6.573,13.103,14.725,0.000,5.729,35.714,32.850,11.421,14.286,10.944,15.663,25.020,20.301,9.357,18.715,6.850,20.549,52.051,20.549,0.000,0.000,6.975,30.869,21.798,22.572,2.588,15.197,36.007,47.986,13.333,2.674,0.000,0.000,83.339,16.661,0.000,0.000,0.000,0.000,47.986,17.326,28.021,2.674,3.993,0.000,2.674,29.340,45.313,20.000,0.000,2.674,54.653,40.000,2.674,0.000,0.000,2.674,51.979,32.014,6.667,2.674,2.674,3.993,53.333,40.000,6.667,0.000,0.000,0.000,17.326,54.653,16.007,2.674,6.667,2.674
,1955560,Neola,AGE3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1956910,Nora Springs,AGE3,72,1956910,0.000,4.577,10.363,31.088,39.033,14.940,13.283,37.761,21.220,8.855,18.880,0.000,35.768,40.386,0.000,0.000,23.846,0.000,4.376,27.415,48.390,0.000,19.819,0.000,0.000,4.428,8.855,47.786,8.855,30.076,4.376,23.039,15.442,0.000,46.077,11.066,4.796,10.860,15.656,16.923,40.905,10.860,0.000,28.481,8.386,8.386,45.253,9.494,9.112,25.209,33.257,14.199,13.136,5.087,6.942,26.730,32.732,9.295,17.602,6.698,32.873,34.046,11.923,0.000,16.540,4.618,50.379,28.463,9.235,0.000,11.923,0.000,42.108,25.776,3.653,0.000,28.463,0.000,3.653,38.456,35.768,9.235,8.270,4.618,18.263,52.309,12.888,0.000,11.923,4.618,48.498,17.167,0.000,0.000,20.959,13.376,32.873,35.011,3.653,3.653,11.923,12.888,24.667,39.894,7.979,0.000,23.005,4.455
73,1957630,Northwood,AGE3,73,1957630,6.487,17.503,35.251,5.508,35.251,0.000,15.789,36.108,29.621,3.672,14.810,0.000,47.246,24.969,6.487,1.836,14.810,4.651,17.625,50.061,11.016,0.000,21.297,0.000,11.138,30.600,35.129,10.159,12.974,0.000,12.827,25.785,16.885,1.963,42.539,0.000,9.476,46.135,25.561,0.000,16.958,1.870,4.049,33.738,18.354,4.049,37.787,2.024,11.347,38.653,37.781,1.870,10.349,0.000,19.314,43.723,16.311,2.826,17.203,0.623,49.127,32.045,3.741,1.870,13.217,0.000,78.703,19.461,0.000,0.000,1.836,0.000,75.031,17.625,1.836,0.000,5.508,0.000,9.756,54.429,25.160,3.851,6.804,0.000,42.747,42.747,5.777,0.000,8.729,0.000,52.754,36.108,0.000,0.000,11.138,0.000,47.625,41.720,1.926,1.926,6.804,0.000,24.262,44.673,14.506,0.000,11.682,4.878
74,1958080,Oakland,AGE3,74,1958080,4.670,12.301,29.841,22.779,21.640,8.770,42.946,42.322,9.613,0.000,0.000,5.119,18.848,39.267,16.126,12.879,8.586,4.293,7.878,20.788,21.335,16.302,16.849,16.849,0.000,4.124,68.271,18.786,0.000,8.820,12.870,12.870,17.540,0.000,39.180,17.540,28.118,45.514,17.396,0.000,4.486,4.486,3.939,24.727,21.335,8.424,33.151,8.424,3.917,19.587,54.733,12.840,4.461,4.461,5.568,36.230,32.169,10.222,5.757,10.054,20.131,17.301,32.971,8.379,17.301,3.917,45.382,26.807,15.462,8.233,4.116,0.000,36.162,33.173,7.907,7.907,14.851,0.000,7.539,15.602,44.607,27.958,4.293,0.000,28.118,37.637,29.759,0.000,4.486,0.000,28.509,37.976,7.835,0.000,17.301,8.379,29.271,22.209,26.310,12.870,9.339,0.000,19.372,31.728,28.482,8.586,11.832,0.000
75,1958980,Olin,AGE3,75,1958980,0.000,3.477,17.387,34.785,25.220,19.131,5.513,17.324,3.149,0.000,8.662,65.352,10.948,27.007,27.007,8.029,27.007,0.000,5.225,30.597,36.566,10.450,14.178,2.984,0.000,5.225,23.131,26.869,5.225,39.550,26.152,56.157,0.000,0.000,11.538,6.152,0.000,24.628,27.613,8.953,22.387,16.419,8.662,9.447,29.135,8.662,24.406,19.688,9.822,13.393,40.178,13.393,16.963,6.252,9.319,17.277,21.622,6.304,10.005,35.473,15.604,24.112,33.337,11.345,15.604,0.000,39.715,42.552,2.836,0.000,14.897,0.000,44.681,26.948,10.638,0.000,17.733,0.000,10.638,36.173,32.620,7.802,12.767,0.000,34.043,34.750,18.440,0.000,12.767,0.000,29.078,34.750,5.672,0.000,25.535,4.966,26.241,24.819,15.604,7.802,20.569,4.966,19.403,28.356,5.969,8.209,35.078,2.984
76,1960825,Pacific Junction,AGE3,76,1960825,0.000,0.000,0.000,26.442,50.488,23.070,12.973,0.000,23.012,5.019,12.973,46.023,0.000,28.841,0.000,0.000,14.421,56.738,0.000,5.285,37.886,18.943,32.602,5.285,0.000,0.000,5.285,0.000,13.659,81.057,0.000,0.000,17.992,0.000,43.938,38.069,0.000,0.000,0.000,0.000,35.985,64.015,0.000,0.000,10.039,0.000,12.973,76.988,0.000,5.768,41.349,5.768,35.581,11.535,0.000,0.000,5.997,1.673,19.287,73.042,5.285,59.919,5.285,5.285,13.659,10.569,28.031,35.985,23.012,0.000,12.973,0.000,37.886,24.228,18.943,0.000,13.659,5.285,5.285,40.976,21.138,13.659,13.659,5.285,6.121,37.759,34.181,0.000,15.819,6.121,37.886,32.602,5.285,0.000,18.943,5.285,5.579,48.841,25.579,5.579,14.421,0.000,6.520,46.740,23.370,0.000,16.851,6.520
77,1963750,Pleasantville,AGE3,77,1963750,0.000,13.582,30.346,14.163,36.127,5.781,16.809,45.657,21.850,2.520,13.164,0.000,46.481,34.646,5.635,2.534,10.704,0.000,2.520,31.368,33.056,0.000,33.056,0.000,0.000,17.757,44.535,13.389,10.931,13.389,5.603,26.890,21.850,0.000,40.617,5.040,18.854,39.618,17.757,0.000,23.771,0.000,19.829,25.000,16.667,0.000,35.919,2.585,17.344,32.946,27.165,2.600,19.944,0.000,15.879,33.213,20.116,4.260,18.608,7.924,33.243,40.281,21.408,0.000,5.069,0.000,35.777,59.154,2.534,0.000,2.534,0.000,43.381,43.381,5.069,0.000,8.169,0.000,0.000,54.085,43.381,2.534,0.000,0.000,49.016,43.381,0.000,0.000,7.603,0.000,50.290,41.328,0.000,0.000,8.382,0.000,40.846,40.281,2.534,2.534,13.804,0.000,18.402,55.463,5.334,0.000,20.801,0.000
78,1963975,Pocahontas,AGE3,78,1963975,3.298,10.890,26.074,8.589,40.261,10.890,42.690,39.883,10.117,3.655,3.655,0.000,55.234,32.587,0.000,3.686,8.493,0.000,13.310,56.043,10.216,3.094,17.338,0.000,10.409,27.467,49.699,6.649,0.000,5.776,14.671,13.641,16.732,0.000,42.664,12.292,17.502,14.379,23.747,3.123,34.060,7.189,11.507,27.469,14.699,6.385,32.591,7.350,6.649,49.429,37.274,2.888,3.761,0.000,21.601,36.238,22.194,2.584,12.814,4.568,62.595,33.879,0.000,0.000,3.526,0.000,79.238,20.762,0.000,0.000,0.000,0.000,72.952,20.762,3.555,0.000,2.730,0.000,33.333,55.746,10.921,0.000,0.000,0.000,54.095,40.444,2.730,0.000,2.730,0.000,59.556,34.158,2.730,0.000,3.555,0.000,52.807,20.234,18.538,8.421,0.000,0.000,44.309,39.363,9.621,0.000,6.707,0.000
79,1964065,Pomeroy,AGE3,79,1964065,0.000,10.485,48.314,20.600,17.043,3.557,0.000,0.000,6.292,21.770,6.124,65.814,53.703,16.279,13.381,0.000,10.125,6.512,13.584,39.498,13.405,16.667,13.405,3.441,3.062,12.584,18.708,34.522,6.124,25.000,7.231,37.346,11.442,11.045,25.705,7.231,3.062,28.567,21.770,18.708,18.708,9.186,9.666,16.342,12.830,19.159,13.004,28.999,6.502,22.670,44.993,12.830,6.502,6.502,4.295,12.924,16.772,13.625,7.289,45.096,26.401,47.040,17.442,3.039,6.078,0.000,35.043,41.754,17.442,2.881,2.881,0.000,18.677,46.859,28.183,3.057,3.225,0.000,18.286,45.306,27.347,9.061,0.000,0.000,72.979,14.993,5.932,0.000,6.095,0.000,51.402,36.408,0.000,0.000,9.224,2.966,30.150,39.700,17.960,2.966,9.224,0.000,10.680,46.600,21.360,0.000,17.864,3.496
80,1965235,Quasqueton,AGE3,80,1965235,0.000,8.119,21.790,29.493,19.015,21.582,2.933,8.578,2.933,8.578,0.000,76.979,11.730,31.378,0.000,8.578,0.000,48.314,0.000,19.015,45.732,8.119,10.895,16.239,0.000,5.865,8.578,11.510,0.000,74.047,0.000,5.816,20.468,0.000,32.553,41.163,0.000,8.328,26.718,2.776,19.223,42.956,0.000,5.552,18.806,10.687,27.134,37.821,5.072,36.298,20.290,5.072,12.780,20.487,8.932,16.082,23.973,6.488,0.980,43.545,5.552,27.342,42.956,5.344,10.687,8.119,19.557,55.603,5.496,8.351,10.992,0.000,45.940,43.373,0.000,10.687,0.000,0.000,11.510,57.111,22.801,8.578,0.000,0.000,10.895,64.955,18.806,5.344,0.000,0.000,39.956,51.466,2.933,5.645,0.000,0.000,45.940,35.045,0.000,8.119,10.895,0.000,10.895,54.060,10.895,13.463,10.687,0.000
81,1965370,Radcliffe,AGE3,81,1965370,0.000,15.617,15.617,26.107,31.935,10.723,0.000,5.089,0.000,9.956,9.956,75.000,15.851,47.553,20.745,0.000,15.851,0.000,14.823,35.399,14.601,9.956,20.133,5.089,0.000,5.089,9.956,19.911,9.956,55.089,10.489,15.617,15.617,0.000,47.553,10.723,5.361,5.128,31.702,0.000,10.489,47.319,0.000,11.488,22.976,6.005,29.766,29.766,25.486,36.841,24.931,6.371,6.371,0.000,12.595,25.166,17.622,5.463,7.351,31.803,14.823,45.133,10.177,9.956,9.956,9.956,69.911,25.222,0.000,0.000,4.867,0.000,71.519,23.628,4.852,0.000,0.000,0.000,34.956,44.690,5.089,5.089,10.177,0.000,44.911,55.089,0.000,0.000,0.000,0.000,59.956,15.266,9.956,0.000,9.956,4.867,50.000,25.000,5.089,0.000,15.044,4.867,38.821,28.256,5.405,5.651,16.462,5.405
82,1969510,Sabula,AGE3,82,1969510,0.000,0.000,16.798,22.266,33.399,27.537,5.665,0.000,8.497,11.133,8.497,66.207,8.989,20.558,2.996,17.770,29.338,20.349,2.915,11.458,28.745,8.542,42.712,5.627,0.000,0.000,11.330,13.965,8.497,66.207,3.516,7.031,14.063,13.818,47.754,13.818,3.187,0.000,12.528,28.464,37.362,18.459,0.000,5.796,6.005,17.807,43.995,26.397,3.089,9.267,42.385,18.104,15.015,12.141,7.488,22.013,14.709,10.624,11.535,33.631,22.463,30.566,24.902,8.301,8.301,5.468,26.182,42.424,11.434,0.000,14.343,5.616,31.798,53.858,2.909,0.000,11.434,0.000,11.637,39.515,34.505,5.818,8.525,0.000,23.071,54.060,17.050,0.000,5.818,0.000,29.755,23.346,0.000,2.996,23.346,20.558,14.546,31.394,5.818,5.616,25.576,17.050,5.818,40.121,19.960,0.000,28.485,5.616
83,1969645,Sac City,AGE3,83,1969645,0.000,14.073,26.661,11.363,38.024,9.878,80.443,14.918,0.000,4.639,0.000,0.000,25.968,27.339,3.871,0.000,33.710,9.113,18.995,39.246,16.704,4.804,15.447,4.804,14.918,31.049,45.967,4.639,0.000,3.426,17.534,9.480,9.480,0.000,45.973,17.534,23.799,35.698,16.704,0.000,18.995,4.804,16.341,28.851,4.085,0.000,37.021,13.702,16.855,49.435,33.710,0.000,0.000,0.000,29.541,38.119,11.375,3.018,14.363,3.584,65.525,24.197,6.852,0.000,3.426,0.000,67.738,27.623,4.639,0.000,0.000,0.000,66.593,16.704,13.156,0.000,3.548,0.000,0.000,40.503,40.503,18.995,0.000,0.000,28.353,48.046,9.961,0.000,13.640,0.000,56.404,30.788,0.000,0.000,8.990,3.819,65.525,26.410,0.000,0.000,8.066,0.000,16.015,66.667,8.659,0.000,8.659,0.000
84,1969735,Saint Ansgar,AGE3,84,1969735,31.913,37.066,4.031,4.592,22.398,0.000,68.717,23.381,5.926,0.000,1.975,0.000,58.913,27.392,1.812,0.000,11.883,0.000,17.701,41.608,20.346,0.000,20.346,0.000,9.037,52.112,22.299,11.738,0.000,4.813,27.694,33.948,0.000,0.000,33.948,4.411,16.354,45.337,29.857,4.501,3.951,0.000,17.600,35.772,18.172,2.057,22.286,4.113,18.465,67.987,9.232,0.000,4.316,0.000,23.882,38.062,18.384,4.419,14.568,0.686,52.464,22.805,20.878,0.000,3.854,0.000,72.805,27.195,0.000,0.000,0.000,0.000,69.538,19.957,6.198,0.000,4.307,0.000,6.012,46.550,38.863,8.574,0.000,0.000,31.659,52.947,4.477,0.000,10.918,0.000,29.029,49.258,6.170,0.000,10.856,4.686,33.623,45.636,8.406,1.965,8.406,1.965,17.149,52.004,4.008,0.000,22.273,4.566
85,1969915,Saint Charles,AGE3,85,1969915,0.000,5.227,10.516,5.289,42.190,36.777,0.000,20.047,4.967,25.074,4.967,44.944,22.742,45.430,9.086,0.000,18.226,4.516,0.000,30.041,25.015,4.967,25.015,14.962,0.000,23.818,14.245,33.390,4.786,23.761,0.000,0.000,0.000,15.080,60.024,24.897,0.000,0.000,5.293,21.046,36.800,36.862,0.000,11.691,0.000,17.676,41.267,29.367,0.000,19.088,42.905,19.032,4.786,14.189,3.331,3.331,6.663,21.304,6.484,58.887,4.516,36.398,22.742,22.688,13.656,0.000,22.688,50.000,18.172,9.140,0.000,0.000,36.290,31.882,22.742,0.000,9.086,0.000,0.000,40.806,54.677,4.516,0.000,0.000,9.086,40.914,40.860,0.000,9.140,0.000,27.204,45.484,9.140,0.000,9.086,9.086,31.935,54.462,4.516,4.570,4.516,0.000,4.516,27.151,36.505,0.000,31.828,0.000
86,1972210,Sheffield,AGE3,86,1972210,19.666,50.452,13.065,3.753,3.753,9.312,33.634,40.236,17.721,8.409,0.000,0.000,37.948,33.333,0.000,0.000,24.105,4.614,18.791,33.865,18.791,3.586,20.518,4.449,3.586,32.138,48.207,12.483,0.000,3.586,4.614,26.791,7.438,3.719,50.000,7.438,7.438,17.562,14.876,9.229,42.562,8.333,0.000,25.966,12.518,3.863,48.069,9.585,16.817,49.548,20.570,8.409,4.656,0.000,13.391,30.943,15.781,5.644,20.850,13.391,40.343,39.413,12.518,3.863,3.863,0.000,65.438,26.596,0.000,0.000,7.966,0.000,73.404,18.631,0.000,0.000,7.966,0.000,8.333,46.281,29.614,12.052,3.719,0.000,17.562,62.948,12.052,0.000,7.438,0.000,39.829,40.685,0.000,3.555,11.521,4.411,12.948,52.824,13.843,3.719,16.667,0.000,10.068,66.717,5.034,4.057,14.125,0.000
87,1972975,Sibley,AGE3,87,1972975,0.000,17.998,21.699,15.349,38.604,6.350,51.642,31.455,4.701,0.000,9.851,2.351,44.778,23.845,2.911,0.000,28.466,0.000,5.912,33.986,6.891,9.358,38.919,4.933,3.446,18.716,35.474,38.919,3.446,0.000,20.315,29.961,6.417,0.000,37.952,5.355,17.477,25.733,9.221,9.221,35.918,2.430,10.323,14.953,20.607,0.000,51.536,2.581,7.985,46.008,30.522,5.634,9.851,0.000,10.110,44.333,14.416,5.107,21.878,4.156,37.802,47.766,8.462,2.491,3.480,0.000,63.147,26.255,3.533,0.000,7.066,0.000,40.407,32.498,3.446,0.000,20.203,3.446,16.758,51.723,22.161,5.912,3.446,0.000,37.896,41.911,2.529,0.000,17.664,0.000,45.204,30.761,3.363,0.000,12.495,8.177,27.603,48.277,6.891,0.000,17.228,0.000,25.251,37.375,11.120,2.529,20.193,3.533
88,1978735,Traer,AGE3,88,1978735,0.000,19.466,24.805,10.677,35.319,9.733,31.040,48.240,9.480,0.000,11.240,0.000,40.312,18.480,5.068,0.000,32.787,3.353,5.990,51.250,11.979,2.578,25.625,2.578,3.326,42.498,45.824,5.839,2.513,0.000,18.390,39.379,3.661,0.000,28.480,10.089,9.904,36.983,26.996,6.310,19.808,0.000,6.428,36.696,10.984,2.767,36.696,6.428,15.428,52.848,17.880,0.000,13.844,0.000,3.985,23.172,33.462,13.632,18.974,6.774,33.308,31.724,22.784,0.000,5.696,6.488,61.788,30.857,2.452,0.000,4.904,0.000,68.697,28.681,0.000,0.000,2.622,0.000,12.184,30.857,43.116,11.392,2.452,0.000,43.908,51.188,0.000,0.000,4.904,0.000,54.433,24.368,0.000,0.000,18.747,2.452,34.101,34.968,8.148,9.732,13.051,0.000,27.494,25.870,9.165,0.000,37.471,0.000
